KEYWORDS, BEST,GOOD,BAD,EACH WORD %%
next,0,2,9,18.181818181818183
month,0,1,0,100.0
west,1,2,1,075.0
energy,8,22,25,54.54545454545455
services,4,14,20,47.36842105263158
closing,8,18,22,54.166666666666664
shares,4,13,18,48.57142857142857
debt,3,4,8,46.666666666666664
settlement,1,5,5,54.54545454545455
10h00,0,1,0,100.0
deborah,0,1,0,100.0
rose,0,1,1,050.0
designe,0,1,0,100.0
parmi,0,1,0,100.0
femmes,0,1,0,100.0
plus,1,2,2,060.0
influentes,0,1,0,100.0
director,3,4,6,53.84615384615385
james,2,1,0,100.0
tisch,2,0,0,100.0
discloses,2,0,0,100.0
million,15,55,83,45.751633986928105
stock,13,59,76,48.648648648648646
purchase,3,4,6,53.84615384615385
macro,0,1,0,100.0
enterprises,2,3,4,55.55555555555556
mobi724,0,1,3,025.0
solutions,2,12,22,38.888888888888886
mobif,0,0,1,000.0
files,0,3,11,21.428571428571427
statements,0,0,1,000.0
invites,0,0,1,000.0
current,0,2,2,050.0
future,0,5,4,55.55555555555556
investors,2,7,17,34.61538461538461
webinar,0,0,1,000.0
material,0,0,1,000.0
management,4,6,12,45.45454545454545
update,3,9,12,050.0
canadian,0,12,17,41.37931034482759
step,0,0,1,000.0
governance,0,0,1,000.0
group,10,32,44,48.83720930232558
landsnet,0,0,1,000.0
reaches,0,0,1,000.0
agreement,8,24,37,46.3768115942029
with,20,62,102,44.56521739130435
nordic,1,3,9,30.76923076923077
investment,3,11,9,60.869565217391305
bank,10,12,18,055.0
iceland,0,0,1,000.0
lnet,0,0,1,000.0
0911,0,0,1,000.0
dryships,0,1,0,100.0
launch,5,12,25,40.476190476190474
website,0,1,0,100.0
eurocontrol,0,1,0,100.0
reports,13,46,75,44.02985074626866
sicpa,0,1,0,100.0
awarded,2,2,2,66.66666666666667
mozambique,0,1,0,100.0
fuel,0,2,0,100.0
marking,0,1,4,020.0
contract,5,7,9,57.142857142857146
share,7,19,20,56.52173913043478
buyback,1,1,0,100.0
bazaarvoice,0,1,0,100.0
enters,3,18,20,51.21951219512195
into,4,17,12,63.63636363636363
definitive,1,4,1,83.33333333333333
acquired,0,1,0,100.0
marlin,0,1,0,100.0
equity,1,9,3,76.92307692307692
partners,5,18,19,54.76190476190476
nasdaq,61,230,310,48.41930116472546
agrees,0,3,0,100.0
trial,3,11,14,050.0
mining,2,9,2,84.61538461538461
eureka,0,1,0,100.0
mine,0,1,2,33.333333333333336
bitcoin,4,9,12,052.0
sets,2,1,6,33.333333333333336
another,0,1,2,33.333333333333336
record,1,13,26,035.0
breaks,0,0,1,000.0
soars,0,0,2,000.0
time,1,8,12,42.857142857142854
endexx,0,0,1,000.0
acquires,1,3,6,040.0
holistic,0,0,1,000.0
earth,0,3,7,030.0
remedies,0,0,1,000.0
best,0,3,5,037.5
selling,0,0,3,000.0
topical,0,0,3,000.0
pain,0,0,2,000.0
relief,0,0,1,000.0
products,0,2,7,22.22222222222222
full,2,3,8,38.46153846153846
scale,1,2,1,075.0
integration,1,2,4,42.857142857142854
maggie,0,0,2,000.0
mist,0,0,1,000.0
balm,0,0,2,000.0
revenue,3,27,29,50.847457627118644
producing,0,0,1,000.0
immediately,0,0,1,000.0
capture,0,0,1,000.0
percent,0,5,6,45.45454545454545
increase,2,10,18,040.0
independent,2,2,6,040.0
inspectors,0,0,1,000.0
election,0,3,1,075.0
certify,0,0,1,000.0
meeting,1,12,18,41.935483870967744
resonant,0,0,1,000.0
expands,2,4,14,030.0
fabless,0,0,1,000.0
filter,0,0,1,000.0
system,1,3,11,26.666666666666668
signing,0,0,2,000.0
first,9,30,28,58.208955223880594
foundry,0,0,1,000.0
backend,0,0,1,000.0
packaging,0,0,1,000.0
partner,2,12,8,63.63636363636363
calliduscloud,0,1,0,100.0
president,3,6,9,050.0
present,2,29,31,050.0
credit,5,15,12,062.5
suisse,0,3,0,100.0
21st,0,1,0,100.0
technology,4,22,36,41.935483870967744
media,1,5,4,060.0
telecom,0,1,0,100.0
conference,6,30,43,45.56962025316456
cald,0,1,0,100.0
reminder,3,7,12,45.45454545454545
alert,1,7,9,47.05882352941177
efabless,0,1,1,050.0
risc,0,4,0,100.0
workshop,0,2,1,66.66666666666667
talk,0,1,0,100.0
creating,0,2,1,66.66666666666667
mixed,0,2,0,100.0
signal,0,2,0,100.0
asic,0,2,0,100.0
using,0,3,1,075.0
open,1,7,6,57.142857142857146
source,0,2,1,66.66666666666667
implementation,0,1,0,100.0
toolset,0,2,0,100.0
will,1,4,3,062.5
describe,0,1,0,100.0
designing,0,1,0,100.0
verifying,0,1,0,100.0
implementing,0,1,0,100.0
perseus,0,1,0,100.0
limited,0,4,4,050.0
australian,0,1,4,020.0
tangelo,1,3,7,36.36363636363637
games,0,1,1,050.0
lender,0,0,1,000.0
amend,0,0,1,000.0
facility,5,8,12,052.0
covenants,0,0,1,000.0
reduced,0,0,1,000.0
maturity,0,0,1,000.0
extended,0,1,2,33.333333333333336
cisco,0,5,3,062.5
event,1,8,12,42.857142857142854
community,0,3,2,060.0
hadoop,0,0,1,000.0
billion,4,17,23,47.72727272727273
2022,0,0,3,000.0
zion,0,0,1,000.0
research,2,30,40,44.44444444444444
medigus,0,1,0,100.0
electric,1,2,2,060.0
scooter,1,0,0,100.0
motorcycle,1,0,0,100.0
analysis,1,15,12,57.142857142857146
forecast,2,4,5,54.54545454545455
mtbc,0,0,2,000.0
largest,0,1,7,012.5
client,0,1,2,33.333333333333336
provider,0,3,6,33.333333333333336
leading,1,2,8,27.272727272727273
growth,7,56,72,46.666666666666664
skinvisible,0,1,0,100.0
proposed,0,4,10,28.571428571428573
merger,1,1,1,66.66666666666667
quoin,0,1,0,100.0
pharmaceuticals,7,17,36,040.0
expected,0,6,6,050.0
have,0,1,1,050.0
exciting,0,1,1,050.0
portfolio,1,8,8,52.94117647058823
addressing,0,1,0,100.0
major,4,18,16,57.89473684210526
unmet,0,1,0,100.0
medical,5,8,8,61.904761904761905
needs,0,1,1,050.0
fortinet,1,7,6,57.142857142857146
fabric,0,0,1,000.0
ready,0,1,1,050.0
program,4,15,15,55.88235294117647
amazon,0,4,4,050.0
ftnt,0,1,4,020.0
canstar,1,0,0,100.0
change,2,0,6,025.0
investor,6,8,13,51.851851851851855
call,1,1,1,66.66666666666667
knight,1,2,1,075.0
home,1,7,4,66.66666666666667
index,2,4,0,100.0
monthly,0,3,2,060.0
appreciation,0,1,0,100.0
continues,1,3,3,57.142857142857146
slow,0,1,0,100.0
prices,3,5,5,61.53846153846154
gain,0,2,1,66.66666666666667
september,1,9,15,040.0
year,16,36,51,50.48543689320388
over,2,15,31,35.416666666666664
accelerates,0,1,0,100.0
slightly,0,1,0,100.0
millrock,0,2,0,100.0
sojourn,0,1,0,100.0
rock,0,1,0,100.0
sampling,0,1,0,100.0
from,4,25,23,55.76923076923077
willoughby,0,1,0,100.0
project,2,9,7,61.111111111111114
golden,1,1,0,100.0
triangle,0,1,0,100.0
district,4,3,15,31.818181818181817
british,0,1,0,100.0
columbia,1,5,7,46.15384615384615
arbutus,0,1,0,100.0
presentations,0,3,0,100.0
hepdart,0,1,0,100.0
abus,0,1,0,100.0
pollo,1,2,3,050.0
loco,2,4,6,050.0
launches,2,15,12,58.62068965517241
four,0,0,1,000.0
authentic,0,0,1,000.0
platters,0,0,1,000.0
medtronic,0,0,1,000.0
telehealth,0,0,1,000.0
support,1,4,12,29.41176470588235
department,2,0,5,28.571428571428573
veterans,0,0,1,000.0
affairs,0,0,2,000.0
national,0,5,3,062.5
jumei,1,0,0,100.0
receipt,1,0,3,025.0
withdrawal,1,0,1,050.0
buyer,1,0,0,100.0
going,1,7,6,57.142857142857146
private,9,27,32,52.94117647058823
proposal,1,0,1,050.0
jmei,1,0,0,100.0
cyber,1,2,3,050.0
monday,1,0,2,33.333333333333336
deals,0,0,1,000.0
bombardier,2,6,20,28.571428571428573
notice,0,3,4,42.857142857142854
redemption,0,0,3,000.0
senior,3,10,18,41.935483870967744
notes,4,6,12,45.45454545454545
2019,0,3,2,060.0
consolidated,1,16,12,58.62068965517241
communications,1,1,7,22.22222222222222
sell,2,4,7,46.15384615384615
virginia,1,0,0,100.0
properties,4,10,14,050.0
cnsl,1,0,0,100.0
alibaba,0,0,1,000.0
baba,0,0,1,000.0
offering,12,21,44,42.857142857142854
weatherford,0,0,1,000.0
plans,2,5,9,43.75
divest,0,0,1,000.0
assets,0,0,1,000.0
ease,0,0,1,000.0
load,0,0,1,000.0
tauriga,0,0,2,000.0
sciences,0,3,3,050.0
agree,0,0,1,000.0
extension,0,2,4,33.333333333333336
existing,0,0,1,000.0
license,1,2,6,33.333333333333336
cupuacu,0,0,1,000.0
butter,0,0,1,000.0
apple,0,1,1,050.0
higher,0,2,0,100.0
well,1,1,2,050.0
december,15,57,95,43.11377245508982
must,0,1,0,100.0
chart,0,1,0,100.0
dividend,2,32,26,56.666666666666664
picks,0,0,1,000.0
maha,0,0,1,000.0
amends,0,0,1,000.0
terms,0,1,1,050.0
conditions,0,0,1,000.0
bonds,0,0,1,000.0
elbit,0,0,1,000.0
vision,0,0,1,000.0
systems,3,8,12,47.82608695652174
schedules,0,1,1,050.0
release,1,4,4,55.55555555555556
otcbb,1,0,3,025.0
evsnf,0,0,1,000.0
shell,0,0,2,000.0
resume,0,0,1,000.0
cash,3,11,16,46.666666666666664
payment,2,2,9,30.76923076923077
dips,0,0,1,000.0
increased,0,3,4,42.857142857142854
drilling,0,3,6,33.333333333333336
opec,0,0,5,000.0
cuts,0,2,3,040.0
markets,15,33,56,46.15384615384615
fundamental,1,6,8,46.666666666666664
daily,1,4,5,050.0
worries,1,0,0,100.0
increasing,2,1,3,050.0
russia,1,0,0,100.0
weighing,1,0,0,100.0
nymox,0,0,1,000.0
fexapotide,0,0,1,000.0
symposium,1,1,1,66.66666666666667
panel,0,0,2,000.0
discussion,0,0,1,000.0
american,2,15,14,54.83870967741935
urological,0,0,1,000.0
association,0,0,1,000.0
south,1,3,4,050.0
central,1,3,2,66.66666666666667
sectional,0,0,1,000.0
naples,0,0,1,000.0
nymx,0,0,1,000.0
demonstrates,3,3,7,46.15384615384615
power,3,4,5,58.333333333333336
secure,4,1,3,062.5
edge,1,0,0,100.0
processing,3,4,6,53.84615384615385
machine,1,1,0,100.0
learning,1,2,0,100.0
greengrass,1,0,0,100.0
invent,1,0,0,100.0
nxpi,1,1,0,100.0
opko,0,1,0,100.0
health,0,9,11,045.0
enrolls,0,2,2,050.0
patient,4,9,9,59.09090909090909
phase,10,23,34,49.25373134328358
study,8,21,39,42.64705882352941
opk88004,0,1,0,100.0
treat,0,1,0,100.0
benign,0,1,0,100.0
prostatic,0,1,0,100.0
hypertrophy,0,1,0,100.0
shrv,2,0,0,100.0
gentex,0,0,1,000.0
gntx,0,0,1,000.0
terraform,0,0,1,000.0
aggregate,0,0,1,000.0
terp,0,0,1,000.0
klein,2,3,12,29.41176470588235
firm,2,5,10,41.1764705882353
reminds,1,2,8,27.272727272727273
class,3,7,19,34.48275862068966
action,2,7,19,32.142857142857146
filed,2,4,12,33.333333333333336
behalf,2,4,12,33.333333333333336
tesla,1,0,0,100.0
shareholders,2,10,10,54.54545454545455
lead,4,6,16,38.46153846153846
plaintiff,1,5,9,040.0
deadline,1,8,12,42.857142857142854
tsla,1,0,0,100.0
freddie,2,2,4,050.0
multifamily,2,2,4,050.0
aggregation,1,0,0,100.0
risk,2,0,3,040.0
transfer,1,0,0,100.0
certificates,1,0,0,100.0
series,2,5,9,43.75
kt02,1,0,0,100.0
renewal,1,1,3,040.0
cpss,0,0,1,000.0
drone,0,0,7,000.0
guarder,0,0,2,000.0
strategic,2,5,8,46.666666666666664
partnership,1,5,12,33.333333333333336
swellpro,0,0,2,000.0
china,3,1,7,36.36363636363637
manufacturing,3,1,4,050.0
drng,0,0,2,000.0
trends,0,2,1,66.66666666666667
toward,0,2,0,100.0
normal,0,3,2,060.0
becton,0,2,0,100.0
dickinson,0,2,0,100.0
cigna,0,2,0,100.0
aetna,0,2,3,040.0
enphase,0,4,1,080.0
vishay,0,2,0,100.0
intertechnology,0,2,0,100.0
emerging,0,2,1,66.66666666666667
expectations,0,7,6,53.84615384615385
analyst,1,3,1,080.0
ratings,0,2,0,100.0
srci,0,2,0,100.0
efuel,0,0,1,000.0
corp,4,9,10,56.52173913043478
posts,0,0,1,000.0
attorney,0,0,1,000.0
letter,1,1,1,66.66666666666667
income,1,0,2,33.333333333333336
efln,0,0,1,000.0
pura,0,2,3,040.0
naturals,0,1,2,33.333333333333336
clean,2,6,5,61.53846153846154
multi,1,3,3,57.142857142857146
surface,0,1,1,050.0
cleaner,0,1,1,050.0
degreaser,0,1,1,050.0
game,0,1,1,050.0
changer,0,1,1,050.0
removing,0,1,1,050.0
grease,0,1,1,050.0
grime,0,1,1,050.0
natural,0,6,3,66.66666666666667
photronics,0,1,1,050.0
fourth,5,14,24,44.18604651162791
fiscal,5,32,61,37.755102040816325
rigs,0,0,2,000.0
pressure,0,0,2,000.0
crude,0,0,2,000.0
futures,1,1,6,025.0
grants,0,1,6,14.285714285714286
fast,0,0,1,000.0
track,0,3,11,21.428571428571427
designation,0,1,3,025.0
idera,0,0,1,000.0
2125,0,0,1,000.0
combination,1,0,1,050.0
ipilimumab,0,0,1,000.0
treatment,8,11,18,51.351351351351354
refractory,0,0,1,000.0
metastatic,0,0,1,000.0
melanoma,0,0,1,000.0
idra,0,0,1,000.0
dundee,0,1,0,100.0
sustainable,0,1,0,100.0
patent,5,11,22,42.10526315789474
allowance,0,3,3,050.0
arsenic,0,1,0,100.0
sequestration,0,1,0,100.0
highs,0,1,0,100.0
powell,0,1,0,100.0
heads,0,1,0,100.0
capitol,0,1,0,100.0
hill,0,1,1,050.0
2018,13,60,92,44.24242424242424
social,0,0,1,000.0
security,4,7,12,47.82608695652174
cola,0,0,1,000.0
really,0,0,1,000.0
just,1,0,1,050.0
casmed,0,0,1,000.0
micro,0,6,9,040.0
main,0,6,8,42.857142857142854
casm,0,0,1,000.0
late,0,0,1,000.0
nvidia,1,0,1,050.0
corporation,6,19,22,53.191489361702125
nvda,0,0,1,000.0
xcerra,0,0,2,000.0
xcra,0,0,2,000.0
actinium,0,0,3,000.0
highlights,1,15,14,53.333333333333336
presence,0,0,2,000.0
59th,0,6,7,46.15384615384615
society,0,7,7,050.0
hematology,0,7,7,050.0
evidenced,0,0,2,000.0
clinical,6,11,27,38.63636363636363
development,5,5,11,47.61904761904762
progress,2,5,9,43.75
showcasing,0,0,2,000.0
platform,2,8,16,38.46153846153846
atnm,0,0,3,000.0
chromadex,0,2,3,040.0
10th,0,6,9,040.0
cdxc,0,1,1,050.0
esperanto,0,1,0,100.0
efficient,0,1,0,100.0
chips,0,1,0,100.0
artificial,0,1,0,100.0
intelligence,1,1,0,100.0
based,0,14,12,53.84615384615385
standard,0,1,0,100.0
public,7,10,15,53.125
disclosure,0,3,0,100.0
stealth,0,1,0,100.0
start,3,1,4,050.0
extends,1,2,4,42.857142857142854
losing,0,0,2,000.0
streak,0,3,2,060.0
uncertainty,0,0,2,000.0
watsco,0,2,0,100.0
industrials,0,2,0,100.0
findit,0,2,0,100.0
prime,0,1,1,050.0
package,0,1,0,100.0
that,1,7,10,44.44444444444444
provides,5,11,11,59.25925925925926
members,0,2,0,100.0
benefit,0,12,8,060.0
online,0,3,4,42.857142857142854
marketing,3,8,7,61.111111111111114
tools,0,1,0,100.0
cost,0,4,4,050.0
effective,1,6,14,33.333333333333336
what,0,1,8,11.11111111111111
makes,2,7,9,050.0
nordson,0,0,1,000.0
ndsn,0,0,1,000.0
solid,1,3,6,040.0
choice,2,4,8,42.857142857142854
aviragen,0,1,1,050.0
therapeutics,7,33,44,47.61904761904762
enrollment,0,2,3,040.0
teslexivir,0,1,1,050.0
bta074,0,1,1,050.0
condyloma,0,1,1,050.0
avir,0,1,1,050.0
boston,1,9,14,41.666666666666664
scientific,0,1,4,020.0
loses,0,1,1,050.0
value,1,6,13,035.0
prior,1,3,3,57.142857142857146
announcing,0,1,1,050.0
delay,0,1,1,050.0
network,5,8,10,56.52173913043478
receives,1,8,13,40.90909090909091
office,1,1,3,040.0
expanding,0,0,1,000.0
patents,0,0,1,000.0
shaw,0,1,0,100.0
documents,0,1,0,100.0
star,1,3,2,66.66666666666667
bulk,1,1,0,100.0
general,1,4,7,41.666666666666664
castle,0,3,1,075.0
transaction,0,9,4,69.23076923076923
vmware,0,6,4,060.0
barclays,0,0,1,000.0
telecommunications,0,0,1,000.0
grey,1,0,0,100.0
cloak,1,0,0,100.0
tech,1,4,8,38.46153846153846
hiring,1,0,0,100.0
stephen,1,1,2,050.0
goldberg,1,0,0,100.0
chief,3,1,5,44.44444444444444
officer,3,1,4,050.0
survey,0,0,2,000.0
suggests,0,0,2,000.0
lackluster,0,0,1,000.0
demand,1,4,2,71.42857142857143
aapl,0,0,1,000.0
iphones,0,0,1,000.0
nanovibronix,0,0,2,000.0
successful,0,0,1,000.0
interim,0,5,9,35.714285714285715
painshield,0,0,2,000.0
8482,0,2,3,040.0
patients,2,7,17,34.61538461538461
trigeminal,0,0,1,000.0
neuralgia,0,0,1,000.0
represents,0,0,2,000.0
potential,0,2,2,050.0
alternative,0,0,2,000.0
opioid,0,1,2,33.333333333333336
surgical,0,0,1,000.0
interventions,0,0,1,000.0
blucora,0,0,2,000.0
amendment,0,2,5,28.571428571428573
pricing,2,8,17,37.03703703703704
bcor,0,0,2,000.0
inuvo,1,0,1,050.0
increases,1,2,3,050.0
nearly,1,0,1,050.0
inuv,1,0,1,050.0
modern,1,3,0,100.0
summit,0,4,1,080.0
miami,0,2,1,66.66666666666667
show,0,2,2,050.0
during,4,6,6,062.5
week,0,2,2,050.0
basel,0,3,0,100.0
agenda,0,1,0,100.0
welcoming,0,1,0,100.0
industry,0,6,13,31.57894736842105
brands,0,4,4,050.0
agencies,0,2,0,100.0
spotlighting,0,1,0,100.0
union,0,1,1,050.0
creative,0,1,0,100.0
innovation,3,5,5,61.53846153846154
proofpoint,0,1,1,050.0
acquire,2,8,11,47.61904761904762
weblife,0,1,1,050.0
protection,0,3,1,075.0
capabilities,0,3,3,050.0
enterprise,0,2,1,66.66666666666667
users,0,1,1,050.0
personal,0,1,1,050.0
email,1,1,1,66.66666666666667
pfpt,0,1,1,050.0
summary,0,2,1,66.66666666666667
schlumberger,0,2,2,050.0
grainger,0,1,1,050.0
acadia,0,1,1,050.0
realty,0,1,4,020.0
trust,3,13,13,55.172413793103445
keryx,0,1,1,050.0
biopharmaceuticals,0,1,1,050.0
gannett,0,1,1,050.0
performance,1,2,3,050.0
indications,0,2,3,040.0
constellation,0,1,0,100.0
softwares,0,1,0,100.0
vela,0,1,0,100.0
completes,10,12,24,47.82608695652174
education,0,3,2,060.0
software,3,7,12,45.45454545454545
fame,0,1,0,100.0
toronto,4,12,14,53.333333333333336
virtu,0,2,0,100.0
additional,6,10,7,69.56521739130434
repayment,0,2,0,100.0
commences,0,2,4,33.333333333333336
repricing,0,2,0,100.0
virt,0,2,0,100.0
saturn,1,3,5,44.44444444444444
asset,0,3,15,16.666666666666668
operational,1,3,7,36.36363636363637
oaktree,0,0,2,000.0
specialty,0,0,5,000.0
lending,0,0,2,000.0
ocsl,0,0,2,000.0
cancer,3,8,9,055.0
genetics,0,4,5,44.44444444444444
indian,0,1,1,050.0
cooperative,0,1,1,050.0
oncology,1,3,3,57.142857142857146
icon,0,1,1,050.0
collaborate,0,1,2,33.333333333333336
reduce,0,1,2,33.333333333333336
alarmingly,0,1,1,050.0
mortality,0,1,2,33.333333333333336
rates,2,1,2,060.0
cgix,0,1,1,050.0
positioning,0,9,8,52.94117647058823
within,3,13,17,48.484848484848484
cummins,0,2,0,100.0
macy,0,2,0,100.0
twenty,0,2,0,100.0
century,0,2,0,100.0
amicus,0,4,2,66.66666666666667
crocs,0,2,0,100.0
rand,0,2,0,100.0
logistics,0,3,0,100.0
vital,0,1,1,050.0
signs,1,9,5,66.66666666666667
monitoring,0,8,8,050.0
devices,0,14,10,58.333333333333336
size,0,1,1,050.0
2027,0,5,4,55.55555555555556
cagr,0,2,4,33.333333333333336
insights,0,3,3,050.0
monica,1,0,1,050.0
nuvamsa,1,0,1,050.0
susan,1,0,2,33.333333333333336
white,1,0,1,050.0
join,2,1,3,050.0
nations,1,0,1,050.0
institute,1,0,3,025.0
recent,0,4,3,57.142857142857146
shows,0,4,0,100.0
aflac,0,2,0,100.0
biogen,0,2,0,100.0
oasis,0,2,0,100.0
petroleum,4,5,4,69.23076923076923
twilio,0,2,0,100.0
neothetics,0,2,0,100.0
mcdonald,0,2,0,100.0
influences,0,3,0,100.0
renewed,0,3,1,075.0
outlook,1,3,2,66.66666666666667
drivers,1,12,7,065.0
phasebio,0,0,2,000.0
funds,0,0,3,000.0
advancement,0,0,4,000.0
orphan,0,0,2,000.0
cardiovascular,0,0,2,000.0
pipeline,2,1,9,025.0
avid,0,1,3,025.0
bioservices,0,1,1,050.0
appointment,2,11,4,76.47058823529412
tracy,0,1,1,050.0
kinjerski,0,1,1,050.0
vice,0,3,3,050.0
business,3,14,22,43.58974358974359
operations,0,1,2,33.333333333333336
pphm,1,1,1,66.66666666666667
inovios,0,1,1,050.0
further,1,6,17,29.166666666666668
3100,0,1,1,050.0
data,7,24,24,56.36363636363637
reveals,0,1,1,050.0
immune,0,1,1,050.0
correlates,0,1,1,050.0
biomarker,0,1,1,050.0
signatures,0,1,1,050.0
predicted,0,1,1,050.0
efficacy,0,1,2,33.333333333333336
melinta,0,2,0,100.0
infectious,0,2,0,100.0
disease,2,10,16,42.857142857142854
medicines,0,2,0,100.0
mlnt,0,2,0,100.0
since,3,5,5,61.53846153846154
last,1,7,14,36.36363636363637
earnings,3,16,18,51.351351351351354
report,6,8,20,41.1764705882353
osisko,0,2,2,050.0
intersects,1,5,7,46.15384615384615
metres,2,11,13,050.0
lynx,0,1,0,100.0
sportswear,0,1,1,050.0
colm,0,1,1,050.0
srgs,0,1,1,050.0
graphite,1,2,1,075.0
excellent,0,1,1,050.0
electrochemical,0,1,1,050.0
characteristics,0,1,1,050.0
drivescale,2,2,0,100.0
asia,2,2,0,100.0
growing,1,2,0,100.0
composable,1,1,0,100.0
infrastructure,1,3,2,66.66666666666667
former,3,1,4,050.0
japan,2,3,0,100.0
unlocking,1,1,0,100.0
promise,1,1,0,100.0
omvs,0,3,2,060.0
robotic,0,5,3,062.5
assistance,0,3,2,060.0
second,3,15,16,52.94117647058823
robot,0,1,1,050.0
deployment,0,1,1,050.0
romeo,0,1,1,050.0
peapack,0,2,0,100.0
gladstone,0,2,2,050.0
christian,0,1,0,100.0
gaudioso,0,1,0,100.0
underwriter,0,1,0,100.0
filing,1,1,3,040.0
preliminary,0,0,6,000.0
short,1,0,2,33.333333333333336
form,1,1,4,33.333333333333336
prospectus,0,0,1,000.0
related,0,1,2,33.333333333333336
flow,2,1,8,27.272727272727273
through,1,1,4,33.333333333333336
landec,0,1,1,050.0
reiterates,0,1,1,050.0
guidance,5,6,9,055.0
lowers,0,1,1,050.0
impact,0,1,1,050.0
extreme,0,3,2,060.0
weather,0,1,1,050.0
events,0,1,2,33.333333333333336
lndc,0,1,1,050.0
common,7,21,20,58.333333333333336
ibtx,2,0,2,050.0
ansira,0,2,0,100.0
drive,0,3,1,075.0
customer,1,6,5,58.333333333333336
loyalty,0,3,1,075.0
engagement,0,2,0,100.0
amsc,0,2,2,050.0
orders,0,5,8,38.46153846153846
tautachrome,0,0,2,000.0
date,0,2,4,33.333333333333336
details,0,0,2,000.0
cryptotoken,0,0,2,000.0
sale,1,3,10,28.571428571428573
other,12,16,30,48.275862068965516
ttcm,0,0,2,000.0
spring,1,1,0,100.0
savings,1,1,0,100.0
domination,1,1,0,100.0
spirit,1,3,0,100.0
airlines,2,14,3,84.21052631578948
eleven,1,1,0,100.0
routes,1,1,0,100.0
seasons,1,1,0,100.0
hottest,1,1,0,100.0
destinations,1,2,0,100.0
save,1,2,0,100.0
chipotle,2,0,0,100.0
founder,2,0,1,66.66666666666667
patience,2,0,0,100.0
expires,2,0,0,100.0
10h56,0,0,2,000.0
signe,0,0,2,000.0
avec,0,0,2,000.0
cemair,0,0,2,000.0
commande,0,0,2,000.0
deux,0,0,2,000.0
nouveaux,0,0,2,000.0
avions,0,0,2,000.0
q400,0,0,2,000.0
expiration,1,1,2,050.0
tender,0,1,4,020.0
offer,0,2,3,040.0
sherwin,0,1,1,050.0
williams,2,2,2,66.66666666666667
poised,0,1,1,050.0
valspar,0,1,1,050.0
buyout,0,1,1,050.0
renewable,1,3,0,100.0
participate,2,8,12,45.45454545454545
roth,1,1,1,66.66666666666667
industrial,1,4,1,83.33333333333333
cleantech,1,1,0,100.0
regi,1,1,0,100.0
total,1,4,9,35.714285714285715
card,0,1,1,050.0
link,2,6,3,72.72727272727273
offers,0,1,2,33.333333333333336
vertical,0,1,1,050.0
pediapharm,0,1,1,050.0
death,1,1,1,66.66666666666667
sprint,1,0,1,050.0
there,1,2,2,060.0
reason,1,0,1,050.0
softbank,1,0,1,050.0
would,2,0,1,66.66666666666667
want,1,0,1,050.0
asks,1,0,1,050.0
btig,1,0,1,050.0
relocation,0,0,1,000.0
corporate,0,2,3,040.0
headquarters,0,2,2,050.0
midtown,0,0,1,000.0
manhattan,0,0,1,000.0
workday,0,0,1,000.0
subscription,0,1,2,33.333333333333336
churchill,0,1,0,100.0
downs,0,1,0,100.0
incorporated,0,1,0,100.0
fish,0,1,0,100.0
aristocrat,0,1,0,100.0
chdn,0,1,0,100.0
cesca,0,1,0,100.0
kool,0,1,0,100.0
aeglea,0,1,0,100.0
